row_id,label,group,source_path,source_sha256,official_split,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10
785,cobwebbed,1792545a4a635caf3bd7af337ba16af111d724f23ae4dec1ea220a3b28bc00f2,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0107.jpg,1792545a4a635caf3bd7af337ba16af111d724f23ae4dec1ea220a3b28bc00f2,1:train|2:test|3:test|4:test|5:test|6:train|7:val|8:test|9:val|10:test,train,test,test,test,test,train,val,test,val,test
786,cobwebbed,c06e7e542adc6d0c53409bb86ca30926787fd6dc47348c81793269440da19318,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0108.jpg,c06e7e542adc6d0c53409bb86ca30926787fd6dc47348c81793269440da19318,1:val|2:train|3:test|4:test|5:test|6:test|7:test|8:test|9:val|10:train,val,train,test,test,test,test,test,test,val,train
787,cobwebbed,a0b862bc20761063fe366609f8d382e51abfb1708eb21c84f93359fa3d5f86d2,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0109.jpg,a0b862bc20761063fe366609f8d382e51abfb1708eb21c84f93359fa3d5f86d2,1:val|2:train|3:train|4:test|5:test|6:train|7:val|8:test|9:val|10:val,val,train,train,test,test,train,val,test,val,val
788,cobwebbed,108fb4cfb93b8a34d0022b74c009822c10ccd6638fc14b6c388a0e6cc64422a1,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0110.jpg,108fb4cfb93b8a34d0022b74c009822c10ccd6638fc14b6c388a0e6cc64422a1,1:val|2:test|3:train|4:train|5:val|6:test|7:train|8:test|9:test|10:train,val,test,train,train,val,test,train,test,test,train
789,cobwebbed,a91e2143ec1dc0cb1417373ea18f54cf0b396687922de44c0795404b6bfffab3,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0111.jpg,a91e2143ec1dc0cb1417373ea18f54cf0b396687922de44c0795404b6bfffab3,1:test|2:val|3:test|4:train|5:test|6:train|7:train|8:val|9:test|10:val,test,val,test,train,test,train,train,val,test,val
790,cobwebbed,97dc1f285f351abbde647ecda258a5be50bc8ce71e912b571e698d155ec6bf91,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0112.jpg,97dc1f285f351abbde647ecda258a5be50bc8ce71e912b571e698d155ec6bf91,1:test|2:test|3:test|4:test|5:train|6:val|7:val|8:test|9:test|10:train,test,test,test,test,train,val,val,test,test,train
791,cobwebbed,2d9e32b79b6f7d1a6de4a8ab8c47c0af07df3a820a300193c978fe42f3a69199,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0113.jpg,2d9e32b79b6f7d1a6de4a8ab8c47c0af07df3a820a300193c978fe42f3a69199,1:test|2:val|3:val|4:train|5:val|6:val|7:train|8:test|9:train|10:test,test,val,val,train,val,val,train,test,train,test
792,cobwebbed,eccff57b1f2151851eb285c8579cfd7eeabad8c7d7310d07c44ee849508aec5d,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0114.jpg,eccff57b1f2151851eb285c8579cfd7eeabad8c7d7310d07c44ee849508aec5d,1:val|2:test|3:test|4:test|5:val|6:train|7:train|8:val|9:val|10:val,val,test,test,test,val,train,train,val,val,val
793,cobwebbed,7d064da39ee869afedd87189df38e0b622032abbe16ec2a43fe7c7aa44543baf,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0115.jpg,7d064da39ee869afedd87189df38e0b622032abbe16ec2a43fe7c7aa44543baf,1:val|2:val|3:test|4:train|5:val|6:train|7:val|8:train|9:train|10:train,val,val,test,train,val,train,val,train,train,train
794,cobwebbed,2914d9f20f653689c0691da29ce7c7bbf6ba0940986ff9f1e0c829a4136659cb,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0116.jpg,2914d9f20f653689c0691da29ce7c7bbf6ba0940986ff9f1e0c829a4136659cb,1:train|2:test|3:val|4:val|5:test|6:test|7:val|8:test|9:val|10:test,train,test,val,val,test,test,val,test,val,test
795,cobwebbed,12943aaca5c141e036cb25bd27b06347fe138069bd260301a664fc43de7245a1,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0117.jpg,12943aaca5c141e036cb25bd27b06347fe138069bd260301a664fc43de7245a1,1:test|2:val|3:val|4:test|5:train|6:train|7:test|8:test|9:test|10:val,test,val,val,test,train,train,test,test,test,val
796,cobwebbed,fed42a8a66f797d3fb2def852463ef9fb05243de1d329bfe30f81eb6dacc3be7,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0118.jpg,fed42a8a66f797d3fb2def852463ef9fb05243de1d329bfe30f81eb6dacc3be7,1:val|2:test|3:train|4:test|5:train|6:test|7:val|8:val|9:val|10:val,val,test,train,test,train,test,val,val,val,val
797,cobwebbed,db509622d9a179014db8281bf392d7282b4d4a674ef3f850dc2ddd118abc483d,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0119.jpg,db509622d9a179014db8281bf392d7282b4d4a674ef3f850dc2ddd118abc483d,1:test|2:train|3:val|4:test|5:val|6:test|7:test|8:test|9:test|10:train,test,train,val,test,val,test,test,test,test,train
798,cobwebbed,db8662ae287baf62c4f0088128b310941c630287580fde1a5f5a9ca9f2bae8f4,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0120.jpg,db8662ae287baf62c4f0088128b310941c630287580fde1a5f5a9ca9f2bae8f4,1:train|2:val|3:val|4:train|5:val|6:train|7:val|8:val|9:val|10:val,train,val,val,train,val,train,val,val,val,val
799,cobwebbed,4b4c552e293c9d36c4580a6971008c84f801ac92597f0aa4316c454c4b064d43,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0121.jpg,4b4c552e293c9d36c4580a6971008c84f801ac92597f0aa4316c454c4b064d43,1:train|2:val|3:train|4:train|5:val|6:val|7:test|8:train|9:test|10:test,train,val,train,train,val,val,test,train,test,test
800,cobwebbed,f6885ffc51f3f5c201bb9d9727875915b412ea675992abd99a6c67f910164d74,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0122.jpg,f6885ffc51f3f5c201bb9d9727875915b412ea675992abd99a6c67f910164d74,1:val|2:val|3:test|4:train|5:val|6:train|7:test|8:val|9:val|10:train,val,val,test,train,val,train,test,val,val,train
801,cobwebbed,2534085523c05e9c40426619672566cb472ca77106543a61d8ad5400aabb64c2,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0123.jpg,2534085523c05e9c40426619672566cb472ca77106543a61d8ad5400aabb64c2,1:val|2:train|3:val|4:test|5:train|6:val|7:val|8:train|9:train|10:test,val,train,val,test,train,val,val,train,train,test
802,cobwebbed,9f7069b1f905c19fe61997df272cc401af08252706a91b89e0699a2e791f3359,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0124.jpg,9f7069b1f905c19fe61997df272cc401af08252706a91b89e0699a2e791f3359,1:val|2:train|3:test|4:train|5:val|6:test|7:test|8:train|9:val|10:test,val,train,test,train,val,test,test,train,val,test
803,cobwebbed,c1c43c34615bddc4e02794fed17694c317268a67b28f85025daecdce052d60fb,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0125.jpg,c1c43c34615bddc4e02794fed17694c317268a67b28f85025daecdce052d60fb,1:test|2:train|3:test|4:test|5:val|6:test|7:val|8:test|9:val|10:train,test,train,test,test,val,test,val,test,val,train
804,cobwebbed,8b2d3f0a54872970575dc3dfc26b5643c3671baf494cb1d3745537f1d9fc59a7,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0126.jpg,8b2d3f0a54872970575dc3dfc26b5643c3671baf494cb1d3745537f1d9fc59a7,1:val|2:test|3:val|4:test|5:train|6:train|7:val|8:val|9:train|10:val,val,test,val,test,train,train,val,val,train,val
805,cobwebbed,06ed00297e9467437fd062587315a1478a3ab0e9180b04cf024d5c03b8caff82,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0127.jpg,06ed00297e9467437fd062587315a1478a3ab0e9180b04cf024d5c03b8caff82,1:val|2:test|3:test|4:train|5:test|6:train|7:train|8:train|9:train|10:test,val,test,test,train,test,train,train,train,train,test
806,cobwebbed,511ab9a47bb4fb0b3a9046a2d39dc40660be049649baf15defb72f7c8890ac30,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0128.jpg,511ab9a47bb4fb0b3a9046a2d39dc40660be049649baf15defb72f7c8890ac30,1:val|2:test|3:train|4:train|5:val|6:train|7:train|8:train|9:test|10:train,val,test,train,train,val,train,train,train,test,train
807,cobwebbed,eb95606975914e83349853decf43dba69a395d9a5021b25382c5ba9d010479bb,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0129.jpg,eb95606975914e83349853decf43dba69a395d9a5021b25382c5ba9d010479bb,1:val|2:train|3:train|4:train|5:test|6:val|7:test|8:train|9:test|10:val,val,train,train,train,test,val,test,train,test,val
808,cobwebbed,b695d59abd0098ac27f102fd74f411b73636f288d240237ce947107849b585be,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0130.jpg,b695d59abd0098ac27f102fd74f411b73636f288d240237ce947107849b585be,1:val|2:train|3:val|4:train|5:val|6:val|7:train|8:val|9:train|10:test,val,train,val,train,val,val,train,val,train,test
809,cobwebbed,076eec9aefb2280317c9827d47123a84c9add19c64ce5539ff15de35d004d5ef,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0131.jpg,076eec9aefb2280317c9827d47123a84c9add19c64ce5539ff15de35d004d5ef,1:test|2:test|3:test|4:train|5:test|6:test|7:train|8:test|9:train|10:test,test,test,test,train,test,test,train,test,train,test
810,cobwebbed,75aad4741e9df4ba6b0bd6ff0a007d93e46027523ab3b3127c46c4f30aeb9dab,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0132.jpg,75aad4741e9df4ba6b0bd6ff0a007d93e46027523ab3b3127c46c4f30aeb9dab,1:train|2:train|3:val|4:val|5:train|6:train|7:test|8:train|9:test|10:val,train,train,val,val,train,train,test,train,test,val
811,cobwebbed,68db7c101aa68463b933f52737345b5c13f3a6b457397c3b02d8bc84d024e515,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0133.jpg,68db7c101aa68463b933f52737345b5c13f3a6b457397c3b02d8bc84d024e515,1:test|2:test|3:test|4:test|5:test|6:train|7:test|8:val|9:test|10:test,test,test,test,test,test,train,test,val,test,test
812,cobwebbed,0e26a903f59d42ab90225aa075849288012f50297f0015520f20edfebd742601,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0134.jpg,0e26a903f59d42ab90225aa075849288012f50297f0015520f20edfebd742601,1:train|2:test|3:train|4:val|5:test|6:train|7:train|8:train|9:val|10:val,train,test,train,val,test,train,train,train,val,val
813,cobwebbed,2ee426f7d2b9938d7f9a8b408af46b42b117645412025a98d9a09ef7d5148038,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0135.jpg,2ee426f7d2b9938d7f9a8b408af46b42b117645412025a98d9a09ef7d5148038,1:val|2:test|3:val|4:val|5:test|6:test|7:test|8:train|9:train|10:train,val,test,val,val,test,test,test,train,train,train
814,cobwebbed,76b760bb0dbde4dc80bd06028d035072304174ed4025e64d4a9b7e1d662e9694,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0136.jpg,76b760bb0dbde4dc80bd06028d035072304174ed4025e64d4a9b7e1d662e9694,1:val|2:train|3:train|4:test|5:val|6:train|7:val|8:val|9:train|10:val,val,train,train,test,val,train,val,val,train,val
815,cobwebbed,cf857c7bd6df7ef906782c88ab06393333f2214344bc7eb0b378f6c461a1eaaa,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0137.jpg,cf857c7bd6df7ef906782c88ab06393333f2214344bc7eb0b378f6c461a1eaaa,1:val|2:train|3:train|4:val|5:val|6:test|7:test|8:train|9:train|10:test,val,train,train,val,val,test,test,train,train,test
816,cobwebbed,4ec95876f955b847dac60843ebab695cc1ef816040ab8953d466403f7f2a2d03,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0138.jpg,4ec95876f955b847dac60843ebab695cc1ef816040ab8953d466403f7f2a2d03,1:test|2:val|3:test|4:test|5:train|6:val|7:test|8:train|9:train|10:test,test,val,test,test,train,val,test,train,train,test
817,cobwebbed,60c6f7678aa184f9aea82b6d51bb1adacda3f7212103e2d089ac951847e65624,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0139.jpg,60c6f7678aa184f9aea82b6d51bb1adacda3f7212103e2d089ac951847e65624,1:train|2:val|3:val|4:train|5:test|6:val|7:test|8:train|9:val|10:test,train,val,val,train,test,val,test,train,val,test
818,cobwebbed,fd790cc2b814ccaeab0d029c14bb05f724f4f69230a8f08a0a773d59a60ef641,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0140.jpg,fd790cc2b814ccaeab0d029c14bb05f724f4f69230a8f08a0a773d59a60ef641,1:test|2:val|3:train|4:val|5:train|6:test|7:train|8:train|9:train|10:val,test,val,train,val,train,test,train,train,train,val
819,cobwebbed,21a84ffbbe90724978a0c6ed234196ce17ae6cee02d9d5c7de37e509d9c3e1bf,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0141.jpg,21a84ffbbe90724978a0c6ed234196ce17ae6cee02d9d5c7de37e509d9c3e1bf,1:test|2:train|3:test|4:val|5:val|6:val|7:train|8:train|9:test|10:test,test,train,test,val,val,val,train,train,test,test
820,cobwebbed,34b4654127f58775f4b70a523d6b18a419a19b5743bafcfff9991b1de7ac4214,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0142.jpg,34b4654127f58775f4b70a523d6b18a419a19b5743bafcfff9991b1de7ac4214,1:val|2:train|3:test|4:val|5:val|6:val|7:train|8:train|9:test|10:train,val,train,test,val,val,val,train,train,test,train
821,cobwebbed,e3221d65848f77159c9dd2156a5e54ca9e23bc3db5a3f9c8f88ab65be08e51aa,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0143.jpg,e3221d65848f77159c9dd2156a5e54ca9e23bc3db5a3f9c8f88ab65be08e51aa,1:test|2:train|3:test|4:train|5:train|6:test|7:train|8:train|9:test|10:val,test,train,test,train,train,test,train,train,test,val
822,cobwebbed,47fa6c9182ee3b9ebdf0a0d6fec46761a16bf8736f22ab269997301286263b6a,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0144.jpg,47fa6c9182ee3b9ebdf0a0d6fec46761a16bf8736f22ab269997301286263b6a,1:val|2:train|3:train|4:val|5:train|6:test|7:test|8:test|9:train|10:test,val,train,train,val,train,test,test,test,train,test
823,cobwebbed,d244481d85bb02b7635246286da9437d8b619070037d2d9ba230992f35da0513,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0145.jpg,d244481d85bb02b7635246286da9437d8b619070037d2d9ba230992f35da0513,1:val|2:train|3:test|4:train|5:val|6:train|7:val|8:val|9:val|10:train,val,train,test,train,val,train,val,val,val,train
824,cobwebbed,8d04e761471ce8530abbc061ed04755226e663e55fdf13602e8fcd25c8585f29,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0146.jpg,8d04e761471ce8530abbc061ed04755226e663e55fdf13602e8fcd25c8585f29,1:test|2:test|3:val|4:train|5:test|6:val|7:val|8:val|9:test|10:train,test,test,val,train,test,val,val,val,test,train
825,cobwebbed,19ec854685b06ac9c1edb357e51331c8a0dd87d9e5d25dccabdb8dd69c033cd0,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0147.jpg,19ec854685b06ac9c1edb357e51331c8a0dd87d9e5d25dccabdb8dd69c033cd0,1:test|2:train|3:val|4:train|5:val|6:test|7:test|8:val|9:test|10:train,test,train,val,train,val,test,test,val,test,train
826,cobwebbed,1f6820d85722e9f991ae8020c25dc6fc98090411c10bd50b9d4eac8ca57ec939,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0148.jpg,1f6820d85722e9f991ae8020c25dc6fc98090411c10bd50b9d4eac8ca57ec939,1:test|2:val|3:val|4:val|5:train|6:val|7:train|8:test|9:val|10:train,test,val,val,val,train,val,train,test,val,train
827,cobwebbed,44958883b86191571d63bcb3899db7931e2d759c58f636f70c34b2e0edda0aae,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0149.jpg,44958883b86191571d63bcb3899db7931e2d759c58f636f70c34b2e0edda0aae,1:train|2:test|3:train|4:val|5:test|6:train|7:test|8:train|9:val|10:val,train,test,train,val,test,train,test,train,val,val
828,cobwebbed,005fc877506e5e5fe28bfa1f2471f63c4eb4b16cedf63d804d120c4cc18d5242,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0150.jpg,005fc877506e5e5fe28bfa1f2471f63c4eb4b16cedf63d804d120c4cc18d5242,1:train|2:test|3:train|4:val|5:val|6:train|7:test|8:val|9:test|10:test,train,test,train,val,val,train,test,val,test,test
829,cobwebbed,ae56a9c1267f9345daa0f706146f1c0c70d21a92954cadd33d83fa0aa840fd68,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0151.jpg,ae56a9c1267f9345daa0f706146f1c0c70d21a92954cadd33d83fa0aa840fd68,1:train|2:val|3:test|4:test|5:test|6:val|7:test|8:test|9:train|10:train,train,val,test,test,test,val,test,test,train,train
830,cobwebbed,1c1a648de6bbf3313618e30ac4cd93f76d5e6b5a2302f7de6361ab9b168aa4fe,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0152.jpg,1c1a648de6bbf3313618e30ac4cd93f76d5e6b5a2302f7de6361ab9b168aa4fe,1:train|2:val|3:train|4:train|5:train|6:val|7:train|8:train|9:val|10:test,train,val,train,train,train,val,train,train,val,test
831,cobwebbed,4639b9bd2b5510d7c5ece55d5bba26f33eba29eeff9ebaa1dcbf03556c09a2c0,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0153.jpg,4639b9bd2b5510d7c5ece55d5bba26f33eba29eeff9ebaa1dcbf03556c09a2c0,1:test|2:train|3:val|4:val|5:test|6:val|7:test|8:test|9:train|10:test,test,train,val,val,test,val,test,test,train,test
832,cobwebbed,2a825720947e1bd8bbfd0e564df5c77c185ef75a3d40a68b81da20d66e10888c,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0154.jpg,2a825720947e1bd8bbfd0e564df5c77c185ef75a3d40a68b81da20d66e10888c,1:test|2:val|3:test|4:val|5:train|6:test|7:test|8:test|9:test|10:val,test,val,test,val,train,test,test,test,test,val
833,cobwebbed,7cdb5f84f02b2bea99539c142557693d426bcfc357e5472071b95ddec8d272f4,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0155.jpg,7cdb5f84f02b2bea99539c142557693d426bcfc357e5472071b95ddec8d272f4,1:test|2:test|3:train|4:test|5:test|6:test|7:train|8:val|9:test|10:val,test,test,train,test,test,test,train,val,test,val
834,cobwebbed,c5d918c0442453668ab540369b6683582c157a07ad919f253b70ce16058f5567,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0156.jpg,c5d918c0442453668ab540369b6683582c157a07ad919f253b70ce16058f5567,1:test|2:test|3:train|4:test|5:val|6:train|7:val|8:val|9:val|10:train,test,test,train,test,val,train,val,val,val,train
835,cobwebbed,46af29f2ae4df5a8a0e937fadb8f7753f832746f72a1644acec5631f2fa99ff8,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0157.jpg,46af29f2ae4df5a8a0e937fadb8f7753f832746f72a1644acec5631f2fa99ff8,1:test|2:train|3:train|4:train|5:val|6:val|7:val|8:test|9:train|10:train,test,train,train,train,val,val,val,test,train,train
836,cobwebbed,f3961e59e9c0c9d5ad3a90690bf22fec92024e6ccf17ba65181b3a74fb253615,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0158.jpg,f3961e59e9c0c9d5ad3a90690bf22fec92024e6ccf17ba65181b3a74fb253615,1:train|2:train|3:train|4:val|5:test|6:train|7:train|8:val|9:val|10:train,train,train,train,val,test,train,train,val,val,train
837,cobwebbed,62f64261dff60c7f8aa6aa40e125b770c82ba3bb0f921c0a7ed59fedc0e98436,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0159.jpg,62f64261dff60c7f8aa6aa40e125b770c82ba3bb0f921c0a7ed59fedc0e98436,1:test|2:train|3:train|4:val|5:train|6:test|7:train|8:train|9:val|10:val,test,train,train,val,train,test,train,train,val,val
838,cobwebbed,5ee5258ee9ac4dfc69e1e0f61da1ba492d8d92bcc2e283e1a05faa36a70f1720,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0160.jpg,5ee5258ee9ac4dfc69e1e0f61da1ba492d8d92bcc2e283e1a05faa36a70f1720,1:test|2:val|3:val|4:train|5:val|6:test|7:train|8:train|9:test|10:train,test,val,val,train,val,test,train,train,test,train
839,cobwebbed,280d24378a995902ae7c1e8311bb31482831ef0daf95d1f12a328ddfa281f0fe,data/confirmatory_sources/DTD/extracted/dtd/images/cobwebbed/cobwebbed_0161.jpg,280d24378a995902ae7c1e8311bb31482831ef0daf95d1f12a328ddfa281f0fe,1:train|2:train|3:val|4:train|5:train|6:val|7:val|8:test|9:test|10:train,train,train,val,train,train,val,val,test,test,train
840,cracked,eecfa20de4fd1c737eb77c79b342f4f19ff9b92efc4ac0e42705af078432770c,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0004.jpg,eecfa20de4fd1c737eb77c79b342f4f19ff9b92efc4ac0e42705af078432770c,1:test|2:val|3:test|4:val|5:test|6:train|7:train|8:test|9:train|10:train,test,val,test,val,test,train,train,test,train,train
841,cracked,f404cc5816ce43dacbb566b11df3d8f52e4959acc4a9e38a902c15d0df0fa38c,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0046.jpg,f404cc5816ce43dacbb566b11df3d8f52e4959acc4a9e38a902c15d0df0fa38c,1:test|2:test|3:val|4:val|5:train|6:val|7:val|8:train|9:val|10:train,test,test,val,val,train,val,val,train,val,train
842,cracked,74b567a4c99993310538c6ced20b9f5444342505390cc230f9d97179d18b06c4,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0047.jpg,74b567a4c99993310538c6ced20b9f5444342505390cc230f9d97179d18b06c4,1:train|2:val|3:test|4:val|5:train|6:train|7:test|8:test|9:val|10:train,train,val,test,val,train,train,test,test,val,train
843,cracked,7ce8bbb11b959fa5ace03d2acbdb67853a31078463fe49c6c86e02392543c942,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0048.jpg,7ce8bbb11b959fa5ace03d2acbdb67853a31078463fe49c6c86e02392543c942,1:val|2:val|3:test|4:test|5:train|6:test|7:val|8:val|9:test|10:val,val,val,test,test,train,test,val,val,test,val
844,cracked,b7ed7752a0d2b5fb093cf8be024fd222450b87b46d18b96a04b5daa75d6738cc,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0049.jpg,b7ed7752a0d2b5fb093cf8be024fd222450b87b46d18b96a04b5daa75d6738cc,1:test|2:test|3:val|4:val|5:train|6:train|7:test|8:test|9:train|10:val,test,test,val,val,train,train,test,test,train,val
845,cracked,2cf68792a742326efef9a8036bde6026d3c83de49a43c008ce14e1e14b53974a,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0050.jpg,2cf68792a742326efef9a8036bde6026d3c83de49a43c008ce14e1e14b53974a,1:val|2:test|3:train|4:train|5:test|6:train|7:val|8:val|9:test|10:val,val,test,train,train,test,train,val,val,test,val
846,cracked,1ea785d13f00f64c02ecd1f2ab6a23b8dce65492eb3f0ee8575c591c1389c324,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0051.jpg,1ea785d13f00f64c02ecd1f2ab6a23b8dce65492eb3f0ee8575c591c1389c324,1:val|2:val|3:test|4:train|5:val|6:test|7:test|8:test|9:test|10:test,val,val,test,train,val,test,test,test,test,test
847,cracked,25d587ffa719fe227b8e5261186f2eb2c30b2e5546315446f12d2e4f2b07ed1a,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0052.jpg,25d587ffa719fe227b8e5261186f2eb2c30b2e5546315446f12d2e4f2b07ed1a,1:train|2:val|3:train|4:val|5:test|6:val|7:train|8:test|9:train|10:test,train,val,train,val,test,val,train,test,train,test
848,cracked,b55dd481ba8f91bc80d076f28488b831cc1fb97412dc23b0533b76d1c0871ec4,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0053.jpg,b55dd481ba8f91bc80d076f28488b831cc1fb97412dc23b0533b76d1c0871ec4,1:val|2:test|3:train|4:test|5:test|6:train|7:train|8:test|9:val|10:test,val,test,train,test,test,train,train,test,val,test
849,cracked,a57f06ad54006761b80e73e664bccb6585d36916eb2cc78bcc8370439d2ff18f,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0054.jpg,a57f06ad54006761b80e73e664bccb6585d36916eb2cc78bcc8370439d2ff18f,1:train|2:test|3:train|4:val|5:train|6:test|7:val|8:train|9:train|10:train,train,test,train,val,train,test,val,train,train,train
850,cracked,6bab29ebcd0c917a15773be7b92487ef42cf724dbc0303b5e31908f9b7ccfbfb,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0056.jpg,6bab29ebcd0c917a15773be7b92487ef42cf724dbc0303b5e31908f9b7ccfbfb,1:val|2:train|3:val|4:val|5:train|6:train|7:train|8:train|9:train|10:test,val,train,val,val,train,train,train,train,train,test
851,cracked,35705670fc671653b006041d2cfaa38dc010f1fd75acba3e1e2fb070e4cd669e,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0057.jpg,35705670fc671653b006041d2cfaa38dc010f1fd75acba3e1e2fb070e4cd669e,1:train|2:train|3:train|4:train|5:train|6:train|7:train|8:test|9:val|10:val,train,train,train,train,train,train,train,test,val,val
852,cracked,ec00fbf9a503f95843d069ea0e730acff536f73e80117e37b4e3addb0d4ddd96,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0058.jpg,ec00fbf9a503f95843d069ea0e730acff536f73e80117e37b4e3addb0d4ddd96,1:train|2:val|3:test|4:val|5:test|6:test|7:train|8:val|9:test|10:val,train,val,test,val,test,test,train,val,test,val
853,cracked,40a6e038ea1684351f95752d009c677dcd41c83b503114013a82d198ee2325f6,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0059.jpg,40a6e038ea1684351f95752d009c677dcd41c83b503114013a82d198ee2325f6,1:train|2:test|3:val|4:test|5:test|6:val|7:val|8:test|9:train|10:val,train,test,val,test,test,val,val,test,train,val
854,cracked,b46341b31b12dc7fdd8ff7de5d8c7d5917a7304d40a038b6ee8ebb9b59a1777c,data/confirmatory_sources/DTD/extracted/dtd/images/cracked/cracked_0060.jpg,b46341b31b12dc7fdd8ff7de5d8c7d5917a7304d40a038b6ee8ebb9b59a1777c,1:train|2:val|3:train|4:val|5:test|6:train|7:train|8:test|9:test|10:test,train,val,train,val,test,train,train,test,test,test
